nombre_articulo,descripcion,modulo,ubicacion,asignacion,estado,fecha_de_adquisición,marca,codigo_interno,stock_actual,stock_critico,unidad_medida,es_perecible,grupo,categoria,presentacion,proveedor_referencia,medida,porcentaje_desperdicio,cantidad_minima,precio_referencial
PAN MOLDE GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LA TORRES,522,0,0,U,No,ABARROTES,,BOLSA,LAS AMERICAS,1,0,,6
PAN MOLIDO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,523,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,4.2
PAN PITA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,524,0,0,U,No,ABARROTES,,BOLSA,DEL CARMEN,1,0,,0.5
PANCETA CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,525,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0.12,,23
PANELA,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,812,0,0,K,Si,,,,,1000,0,,
PANKO EMBOLSADO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BREAD CRUMBS,526,0,0,K,No,ABARROTES,,BOLSA X 1K,DEL CARMEN,1000,0,,18.5
PALTA FUERTE,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,512,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,7
PAPA AMARILLA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,527,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.05,,5.5
PAPA AMARILLA BB,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,528,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.01,,2.8
PAPA ANDINA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,529,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,,,,5
PAPA BLANCA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,530,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.05,,2.8
PAPA COCKTAIL,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,531,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.05,,5.5
PAPA HUAMANTANGA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,532,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.05,,6
PAPA HUAYRO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,533,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.05,,6
PAPA LOMITO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,534,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,,,,3
PAPA NEGRA BB,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,535,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,5.5
PAPA ROSADA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,536,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.05,,2.5
PAPA SECA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,538,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,7.5
PAPA ROSADA BB,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,537,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,1.5
PAPA SICA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,539,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0.05,,2.5
PAPA TOMASA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,540,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,2.5
PAPADA CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,542,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0.05,,14.5
PAPAS AL HILO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,543,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,16
PAPA YUNGAY,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,541,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,2.5
PAPAYA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,544,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3
PAPEL DESPACHO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,546,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,5
PAPEL FILM,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,547,0,0,U,No,ABARROTES,,CAJA,DEL CARMEN,1,0,,9.5
PAPEL MANTECA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,548,0,0,U,No,ABARROTES,,PLIEGO,DEL CARMEN,1,0,,0.4
PAPEL TOALLA (INDUSTRIAL),ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,ELITE,549,0,0,U,No,ABARROTES,,BOLSA X 3U,DEL CARMEN,1,0,,14.5
PASAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,550,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,13
PASAS RUBIAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,551,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,22
PASTA AJI AMARILLO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,552,0,0,K,No,ABARROTES,,GRANEL X 1 K,CEDHI,1,0,,6
PASTA AJI MIRASOL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,553,0,0,K,No,ABARROTES,,GRANEL X 1 K,CEDHI,1,0,,16
PASTA AJI PANCA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,554,0,0,K,No,ABARROTES,,GRANEL X 1 K,CEDHI,1,0,,12
PASTA CURRY AMARILLO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAE PLOY,555,0,0,K,Si,ABARROTES,,SOBRE X 0.050 K,DEL CARMEN,1000,0,,70
PASTA CURRY ROJO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAE PLOY,556,0,0,K,Si,ABARROTES,,SOBRE X 0.050 K,DEL CARMEN,1000,0,,70
PASTA CURRY VERDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAE PLOY,557,0,0,K,Si,ABARROTES,,POTE X 0.400 K,DEL CARMEN,1000,0,,28.75
PASTA DE CAMARONES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,558,0,0,K,Si,ABARROTES,,GRANEL X 2 K,CEDHI,1000,0,,50
PASTA TOMATE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAGGI,559,0,0,K,No,ABARROTES,,SACHET X 1 K,DEL CARMEN,1000,0,,10.3
PATA CERDO CRUDA,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,560,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,,,,3.5
PATA RES COCIDA,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,561,0,0,K,Si,CARNICO,RES,GRANEL,SAN CAMILO,1000,0,,11
PATA RES CRUDA,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,562,0,0,K,Si,CARNICO,RES,GRANEL,SAN CAMILO,1000,0,,9
PATASCA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,563,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,4
PATE CHOUX,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,827,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
PATE POLLO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,564,0,0,KG,Si,CARNICO,AVES,PAQ X 100GR,DEL CARMEN,1000,0,,14
PATITA DE CERDO COCIDA,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,565,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0,,13
PATITA DE CORDERO COCIDA,CARNICO / CORDERO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,566,0,0,K,Si,CARNICO,CORDERO,GRANEL,MARVE,1000,0,,22
PATO ENTERO S/V,CARNICO / VARIOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,567,0,0,K,Si,CARNICO,VARIOS,GRANEL,MARVE,1000,0.25,,21
PAVITA GUISO,CARNICO / VARIOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,568,0,0,K,Si,CARNICO,VARIOS,GRANEL,SUPER MARKET,1000,0,,11.9
PAVITA PECHUGA,CARNICO / VARIOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,569,0,0,K,Si,CARNICO,VARIOS,GRANEL,SUPER MARKET,1000,0,,13.9
PAVO ENTERO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,570,0,0,K,Si,CARNICO,AVES,GRANEL,MARVE,1000,0,,14
PECANAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,571,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,85
PECETO RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,572,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,20
PECHO RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,573,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,20
PECHUGA POLLO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,574,0,0,K,Si,CARNICO,AVES,GRANEL,MARVE,1000,0.1,,17.5
PECTINA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,838,0,0,K,No,ABARROTES,,GRANEL,,1000,0,,
PEJERREY,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,575,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0.35,,10
PAPAYA AQP,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,545,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,4
PENCA DE TUNA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,576,0,0,U,No,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,6
PEPINILLO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,577,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0.1,,3
PERA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,578,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,6
PERA AREQUIPEÑA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,579,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,NO HAY
PEREJIL,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,580,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2.5
PERLAS PLATEADAS MEDIANAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,849,0,0,K,No,ABARROTES,,GRANEL,,1000,0,,45
PESCADO SECO,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,582,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0,,36
PICKLES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,TRESA,583,0,0,FCO,No,ABARROTES,,FRAS X 0.200 K,DEL CARMEN,1,0,,30
PIERNA CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,584,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0.05,,14
PIERNA CON ENCUENTRO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,585,0,0,K,Si,CARNICO,AVES,GRANEL,MARVE,1000,0.12,,14.5
PIERNA CORDERO,CARNICO / CORDERO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,586,0,0,K,Si,CARNICO,CORDERO,GRANEL,MARVE,1000,0.05,,20
PIERNA POLLO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,587,0,0,K,Si,CARNICO,AVES,GRANEL,MARVE,1000,0.1,,11
PILAS DURACELL AA,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,809,0,0,PQT,Si,,,,,1000,0,,
PILAS DURACELL AAA,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,810,0,0,K,Si,,,,,1000,0,,
PIMENToN MOLIDO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,588,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,6
PIMIENTA CAYENA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BADIA,589,0,0,K,No,ABARROTES,,FRAS X 0.453 K,DEL CARMEN,1000,0,,40.89
PIMIENTA NEGRA ENTERA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,590,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,49
PIMIENTA NEGRA MOLIDA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,591,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,48
PIMIENTA ROJA ENTERA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BADIA,592,0,0,K,No,ABARROTES,,FRAS X 0.255 K,DEL CARMEN,1000,0,,272
PIMIENTA VERDE ENTERA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BADIA,593,0,0,K,No,ABARROTES,,FRAS X 0.283 K,DEL CARMEN,1000,0,,210.63
PEREJIL CRESPO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,581,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,5
PIMIENTO AMARILLO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,594,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,8
PIMIENTO ROJO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,595,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,6
PINCELES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,597,0,0,U,No,ABARROTES,,U,PILI MILI,1,0,,1.5
PINTADILLA ENTERA,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,598,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0,,35
PIMIENTO VERDE,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,596,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,8
PIÑA LATA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,COMPAS,600,0,0,LATA,No,ABARROTES,,LATA,DEL CARMEN,1,0,,4.8
PIÑONES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BADIA,601,0,0,K,No,ABARROTES,,SOBRE X 0.028,DEL CARMEN,1000,0,,517.8
PIROTINES GRANDES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,602,0,0,CIENTO,No,ABARROTES,,PAQUETE,MAS VENTAS,100,0,,1.8
PIROTINES N2,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,850,0,0,CIENTO,No,ABARROTES,,GRANEL,,1,0,,2.5
pirotines N6,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,603,0,0,CIENTO,No,ABARROTES,,BOLSA X 100,MAS VENTAS,1000,0,,2.5
PISCO ACHOLADO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,TACAMA,604,0,0,U,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,35
PISCO ALBILLA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAJES TRADICION,605,0,0,U,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,48
PISCO ITALIA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAJES TRADICION,606,0,0,U,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,26
PISCO MOLLAR,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,HACIENDA,607,0,0,U,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,45
PISCO PURO QUEBRANTA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAJES TRADICION,608,0,0,U,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,25
PISCO QUEBRANTA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MAJES TRADICION,609,0,0,U,No,ABARROTES,,BOTELLA X 750 ML,DON PEDRITO,1,0,,25
PISCO TORONTEL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,VIÑA DE ORO,610,0,0,U,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,50
PISTACHOS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,611,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0.1,,60
PIÑA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,599,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3.5
PLATANO BELLACO,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,612,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3.5
PLATANO BIZCOCHO,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,613,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3.5
PLATANO DE ISLA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,614,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,,,,3.5
PLATANO DE SEDA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,851,0,0,U,Si,FRUTA,,U,,1,0,,0.4
PLATANO MADURO,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,615,0,0,U,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,0.3333333333333333
PLATOS DESCARTABLES Nº 15,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,616,0,0,CIENTO,No,ABARROTES,,EMBOLSADO,DEL CARMEN,100,0,,6
POLENTA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LA CABAÑA,617,0,0,K,No,ABARROTES,,CAJA X 500GR,DEL CARMEN,1000,0,,5.6
POLLO BB,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,REDONDOS,618,0,0,U,Si,CARNICO,AVES,GRANEL,METRO,1,0,,20
POLLO ENTERO S/M,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,619,0,0,K,Si,CARNICO,AVES,GRANEL,MARVE,1000,0,,13.5
POLVO HORNEAR,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,620,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,8
PLATANO SEDA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,812,0,0,U,Si,FRUTA,,GRANEL,,1,0,,1
PORO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,621,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,1.5
PREMEZCLA BIZCOCHO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,624,0,0,K,No,ABARROTES,,BOLSA X 25 K,INVEL,1000,0,,3.2
PREMEZCLA PAN DE YEMA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,625,0,0,K,No,ABARROTES,,BOLSA X 25,INVEL,1000,0,,3.3
PREMEZCLA PAN INTEGRAL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,626,0,0,K,No,ABARROTES,,BOLSA X 25 K,INVEL,1000,0,,2.7
PREMEZCLA PAN MULTICEREAL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,627,0,0,K,No,ABARROTES,,BOLSA X 25 K,INVEL,1000,0,,3
PREMEZCLA TORTA CHOCOLATE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,628,0,0,K,No,ABARROTES,,BOLSA,INVEL,1000,0,,7
PULPA CANGREJO,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,629,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,MAKRO,1000,0,,36.9
PULPA CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,630,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0.05,,22
PORTOBELLOS,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,622,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,20
PULPA RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,632,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,30
PULPO,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,633,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0,,40
QUESO ANDINO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,634,0,0,K,Si,ABARROTES,,PORCION,DEL CARMEN,1000,1,,27
QUESO AZUL,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,635,0,0,K,Si,ABARROTES,QUESOS,PORCION X 1 K,FRANCO,1000,0,,59.5
QUESO CABRA,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,636,0,0,K,Si,ABARROTES,QUESOS,PORCION X 1 K,FRANCO,1000,0,,78.5
QUESO CHEDDAR,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BELLIDO,637,0,0,K,Si,ABARROTES,QUESOS,PORCION X 1 K,FRANCO,1000,0,,39.8
QUESO CREMA,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,FILADELPHIA,638,0,0,K,Si,ABARROTES,QUESOS,CAJA X 0.226 K,DEL CARMEN,1000,0,,38.93805309734513
QUESO DAMBO,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BONLE,639,0,0,K,Si,ABARROTES,QUESOS,PORCION X 1 K,FRANCO,1000,0,,32.5
QUESO EDAM,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BONLE,640,0,0,K,Si,ABARROTES,QUESOS,LAMINAS,DEL CARMEN,1000,0,,31
QUESO FRESCO,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,641,0,0,K,Si,ABARROTES,QUESOS,MOLDE PEQUEÑO,DEL CARMEN,1000,0,,16
QUESO GOUDA,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LAIVE,642,0,0,K,Si,ABARROTES,QUESOS,PORCION X 1 K,FRANCO,1000,0,,34.8
QUESO GRUYERE,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LA LONCHERITA,643,0,0,K,Si,ABARROTES,QUESOS,PORCION X 1 K,DEL CARMEN,1000,0,,38.1
QUESO MANTECOSO,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,644,0,0,K,Si,ABARROTES,QUESOS,MOLDE,DEL CARMEN,1000,0,,21
QUESO MASCARPONE,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,645,0,0,K,Si,ABARROTES,QUESOS,TAPER,DEL CARMEN,1000,0,,15
QUESO MOZZARELLA BOLA,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BONLE,646,0,0,K,Si,ABARROTES,QUESOS,BOLA X 0.250 K,DEL CARMEN,1000,0,,34
QUESO PARIA,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,647,0,0,K,Si,ABARROTES,QUESOS,MOLDE X 1 K,DEL CARMEN,1000,0,,31
